quality_score,dataset_title,resource_name,resource_format,row_count,columns,components,question
7.5,Daten der Raddauerzählstellen München Juli 2020,Tageswerte und Wetter - Daten der Raddauerzählstellen München Juli 2020,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Juli 2020.
7.5,Daten der Raddauerzählstellen München August 2020,Tageswerte und Wetter - Daten der Raddauerzählstellen München August 2020,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München August 2020.
7.5,Daten der Raddauerzählstellen München 2022,Tageswerte und Wetter - Januar 2022 - Daten der Raddauerzählstellen München,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2022.
7.5,Daten der Raddauerzählstellen München 2022,Tageswerte und Wetter - Februar 2022 - Daten der Raddauerzählstellen München,csv,168,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2022.
7.5,Daten der Raddauerzählstellen München 2022,Tageswerte und Wetter - März 2022 - Daten der Raddauerzählstellen München,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2022.
7.5,Daten der Raddauerzählstellen München 2022,Tageswerte und Wetter - April 2022 - Daten der Raddauerzählstellen München,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2022.
7.5,Daten der Raddauerzählstellen München 2022,Tageswerte und Wetter - Mai 2022 - Daten der Raddauerzählstellen München,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2022.
7.5,Daten der Raddauerzählstellen München 2022,Tageswerte und Wetter - Juni 2022 - Daten der Raddauerzählstellen München,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2022.
7.5,Daten der Raddauerzählstellen München 2022,Tageswerte und Wetter - Juli 2022 - Daten der Raddauerzählstellen München,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2022.
7.5,Daten der Raddauerzählstellen München 2022,Tageswerte und Wetter - August 2022 - Daten der Raddauerzählstellen München,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2022.
7.5,Daten der Raddauerzählstellen München 2022,Tageswerte und Wetter - September 2022 - Daten der Raddauerzählstellen München,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2022.
7.5,Daten der Raddauerzählstellen München 2022,Tageswerte und Wetter - Oktober 2022 - Daten der Raddauerzählstellen München,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2022.
7.5,Daten der Raddauerzählstellen München 2022,Tageswerte und Wetter - November 2022 - Daten der Raddauerzählstellen München,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2022.
7.5,Daten der Raddauerzählstellen München 2022,Tageswerte und Wetter - Dezember 2022 - Daten der Raddauerzählstellen München,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München 2022.
7.5,Daten der Raddauerzählstellen München Juni 2017,Tageswerte und Wetter - Daten der Raddauerzählstellen München Juni 2017,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Juni 2017.
7.5,Daten der Raddauerzählstellen München November 2021,Tageswerte und Wetter - Daten der Raddauerzählstellen München November 2021,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München November 2021.
7.5,Daten der Raddauerzählstellen München Juli 2018,Tageswerte und Wetter - Daten der Raddauerzählstellen München Juli 2018,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Juli 2018.
7.5,Daten der Raddauerzählstellen München Januar 2020,Tageswerte und Wetter - Daten der Raddauerzählstellen München Januar 2020,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Januar 2020.
7.5,Daten der Raddauerzählstellen München November 2017,Tageswerte und Wetter - Daten der Raddauerzählstellen München November 2017,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München November 2017.
7.5,Daten der Raddauerzählstellen München September 2017,Tageswerte und Wetter - Daten der Raddauerzählstellen München September 2017,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München September 2017.
7.5,Daten der Raddauerzählstellen München November 2020,Tageswerte und Wetter - Daten der Raddauerzählstellen München November 2020,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München November 2020.
7.5,Daten der Raddauerzählstellen München Januar 2019,Tageswerte und Wetter - Daten der Raddauerzählstellen München Januar 2019,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Januar 2019.
7.5,Daten der Raddauerzählstellen München August 2017,Tageswerte und Wetter - Daten der Raddauerzählstellen München August 2017,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München August 2017.
7.5,Daten der Raddauerzählstellen München Dezember 2021,Tageswerte und Wetter - Daten der Raddauerzählstellen München Dezember 2021,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Dezember 2021.
7.5,Oktoberfest,Oktoberfest Bierpreise in den Festzelten 2000 - 2024,csv,256,3,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of preis in Oktoberfest.
7.5,Oktoberfest,Oktoberfest Speisen und Getränkepreise in den Festzelten 2018 - 2024,csv,115,3,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of preis in Oktoberfest.
7.5,Daten der Raddauerzählstellen München Oktober 2019,Tageswerte und Wetter - Daten der Raddauerzählstellen München Oktober 2019,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Oktober 2019.
7.5,Daten der Raddauerzählstellen München Mai 2020,Tageswerte und Wetter - Daten der Raddauerzählstellen München Mai 2020,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Mai 2020.
7.5,Daten der Raddauerzählstellen München Mai 2017,Tageswerte und Wetter - Daten der Raddauerzählstellen München Mai 2017,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Mai 2017.
7.5,Daten der Raddauerzählstellen München März 2021,Tageswerte und Wetter - Daten der Raddauerzählstellen München März 2021,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München März 2021.
7.5,Daten der Raddauerzählstellen München Februar 2017,Tageswerte und Wetter - Daten der Raddauerzählstellen München Februar 2017,csv,168,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Februar 2017.
7.5,Daten der Raddauerzählstellen München August 2021,Tageswerte und Wetter - Daten der Raddauerzählstellen München August 2021,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München August 2021.
7.5,Daten der Raddauerzählstellen München Dezember 2020,Tageswerte und Wetter - Daten der Raddauerzählstellen München Dezember 2020,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Dezember 2020.
7.5,Daten der Raddauerzählstellen München Dezember 2017,Tageswerte und Wetter - Daten der Raddauerzählstellen München Dezember 2017,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Dezember 2017.
7.5,Daten der Raddauerzählstellen München April 2018,Tageswerte und Wetter - Daten der Raddauerzählstellen München April 2018,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München April 2018.
7.5,Daten der Raddauerzählstellen München Juni 2019,Tageswerte und Wetter - Daten der Raddauerzählstellen München Juni 2019,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Juni 2019.
7.5,Daten der Raddauerzählstellen München Oktober 2021,Tageswerte und Wetter - Daten der Raddauerzählstellen München Oktober 2021,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Oktober 2021.
7.5,Daten der Raddauerzählstellen München April 2017,Tageswerte und Wetter - Daten der Raddauerzählstellen München April 2017,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München April 2017.
7.5,Daten der Raddauerzählstellen München April 2019,Tageswerte und Wetter - Daten der Raddauerzählstellen München April 2019,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München April 2019.
7.5,Daten der Raddauerzählstellen München Januar 2018,Tageswerte und Wetter - Daten der Raddauerzählstellen München Januar  2018,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Januar 2018.
7.5,Daten der Raddauerzählstellen München Februar 2018,Tageswerte und Wetter - Daten der Raddauerzählstellen München Februar 2018,csv,168,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Februar 2018.
7.5,Daten der Raddauerzählstellen München Mai 2021,Tageswerte und Wetter - Daten der Raddauerzählstellen München Mai 2021,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Mai 2021.
7.5,Daten der Raddauerzählstellen München Juli 2017,Tageswerte und Wetter - Daten der Raddauerzählstellen München Juli 2017,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Juli 2017.
7.5,Daten der Raddauerzählstellen München Oktober 2018,Tageswerte und Wetter - Daten der Raddauerzählstellen München Oktober 2018,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Oktober 2018.
7.5,Daten der Raddauerzählstellen München November 2019,Tageswerte und Wetter - Daten der Raddauerzählstellen München November 2019,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München November 2019.
7.5,Daten der Raddauerzählstellen München Dezember 2019,Tageswerte und Wetter - Daten der Raddauerzählstellen München Dezember 2019,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Dezember 2019.
7.5,Daten der Raddauerzählstellen München Oktober 2020,Tageswerte und Wetter - Oktober 2020 - Daten der Raddauerzählstellen München,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Oktober 2020.
7.5,Daten der Raddauerzählstellen München August 2018,Tageswerte und Wetter - Daten der Raddauerzählstellen München August 2018,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München August 2018.
7.5,Daten der Raddauerzählstellen München Dezember 2018,Tageswerte und Wetter - Daten der Raddauerzählstellen München Dezember 2018,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Dezember 2018.
7.5,Daten der Raddauerzählstellen München Mai 2018,Tageswerte und Wetter - Daten der Raddauerzählstellen München Mai  2018,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Mai 2018.
7.5,Daten der Raddauerzählstellen München Januar 2021,Tageswerte und Wetter - Daten der Raddauerzählstellen München Januar 2021,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Januar 2021.
7.5,Daten der Raddauerzählstellen München Juli 2019,Tageswerte und Wetter - Daten der Raddauerzählstellen München Juli 2019,csv,186,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Juli 2019.
7.5,Daten der Raddauerzählstellen München Juni 2020,Tageswerte und Wetter - Daten der Raddauerzählstellen München Juni 2020,csv,180,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of richtung_1 in Daten der Raddauerzählstellen München Juni 2020.
7.0,Wertstoffinseln in München,WFS (CSV),csv,860,10,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Wertstoffinseln in München and compare glas_braun by url_glas.
7.0,Lichtsignalanlagen,WFS (CSV),csv,,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Lichtsignalanlagen and compare abbau by zeb.
7.0,WC-Standorte der Landeshauptstadt München,WFS (CSV),csv,310,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize WC-Standorte der Landeshauptstadt München and compare plz by stadt.
7.0,"Laden, Liefern, Leisten",WFS (CSV),csv,561,9,"InsightCard,MetricGrid,BarChart,DataTable","Summarize Laden, Liefern, Leisten and compare status by status_bedeutung."
7.0,Standorte der Ladeinfrastruktur,WFS (CSV),csv,369,10,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Standorte der Ladeinfrastruktur and compare anzahl_els by typ_bedeutung.
7.0,Fahrradparken mit Standardmaßen,WFS (CSV),csv,,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Fahrradparken mit Standardmaßen and compare anzahl_stellplaetze by zusatzbeleuchtung.
7.0,Lastenradparken,WFS (CSV),csv,140,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Lastenradparken and compare anzahl_stellplaetze by bike_and_ride.
7.0,Behindertenparkplätze,WFS (CSV),csv,549,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Behindertenparkplätze and compare anzahl_stellplaetze by dauerhaft_verfuegbar.
7.0,Deckschichten (Opendata),WFS (CSV),csv,123,5,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Deckschichten (Opendata) and compare area by mergel_bedeutung.
7.0,Haltestellenliste MVV,"MVV Haltestellenliste (CSV, 07.01.2026)",csv,11061,6,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Haltestellenliste MVV and compare HstNummer by Ort.
7.0,Haltestellen mit Tarifzuordnung MVV,"MVV Tarifzonenzuordnung (CSV, 07.01.2026)",csv,9627,6,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Haltestellen mit Tarifzuordnung MVV and compare Nummer by Ort.
7.0,Datensätze des Open Data Portals München,Liste aller Datensätze im Open Data Portal München,csv,334,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Datensätze des Open Data Portals München and compare num_resources by license_title.
7.0,Vornamen von Nulljährigen München,Vornamen 2025,csv,4175,3,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Vornamen von Nulljährigen München and compare anzahl by geschlecht.
7.0,Vornamen von Nulljährigen München,Vornamen 2024,csv,4290,3,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Vornamen von Nulljährigen München and compare anzahl by geschlecht.
7.0,Vornamen von Nulljährigen München,Vornamen 2023,csv,4289,3,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Vornamen von Nulljährigen München and compare anzahl by geschlecht.
7.0,Vornamen von Nulljährigen München,Vornamen 2022,csv,4390,3,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Vornamen von Nulljährigen München and compare anzahl by geschlecht.
7.0,Vornamen von Nulljährigen München,Vornamen 2021,csv,4378,3,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Vornamen von Nulljährigen München and compare anzahl by geschlecht.
7.0,Vornamen von Nulljährigen München,Vornamen 2020,csv,4342,3,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Vornamen von Nulljährigen München and compare anzahl by geschlecht.
7.0,Vornamen von Nulljährigen München,Vornamen 2019,csv,4264,3,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Vornamen von Nulljährigen München and compare anzahl by geschlecht.
7.0,Vornamen von Nulljährigen München,Vornamen 2018,csv,4183,3,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Vornamen von Nulljährigen München and compare anzahl by geschlecht.
7.0,Vornamen von Nulljährigen München,Vornamen 2017,csv,4242,3,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Vornamen von Nulljährigen München and compare anzahl by geschlecht.
7.0,Vornamen von Nulljährigen München,Vornamen 2016,csv,4309,3,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Vornamen von Nulljährigen München and compare anzahl by geschlecht.
7.0,Vornamen von Nulljährigen München,Vornamen 2015,csv,3933,3,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Vornamen von Nulljährigen München and compare anzahl by geschlecht.
7.0,Vornamen von Nulljährigen München,Vornamen 2014,csv,4032,3,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Vornamen von Nulljährigen München and compare anzahl by geschlecht.
7.0,Vornamen von Nulljährigen München,Vornamen 2013,csv,4012,3,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Vornamen von Nulljährigen München and compare anzahl by geschlecht.
7.0,Kindertagesbetreuungseinrichtungen in München,Kita-Einrichtungen,csv,1571,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Kindertagesbetreuungseinrichtungen in München and compare Haus-nr. by Tragerschaft.
7.0,Müllsammelbehälter an der Isar,Müllsammelbehälter an der Isar,csv,171,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Müllsammelbehälter an der Isar and compare code by unterhalt.
7.0,Hallensportprogramm,Hallensportprogramm 2025 - 2026,csv,121,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Hallensportprogramm and compare hausnummer by wochentag.
7.0,Liste aller verfügbaren Onlinedienste der Landeshauptstadt München,Liste aller verfügbaren Onlinedienste Oktober 2025,csv,465,10,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Liste aller verfügbaren Onlinedienste der Landeshauptstadt München and compare leika-key by ars-name.
7.0,Liste aller verfügbaren Onlinedienste der Landeshauptstadt München,Liste aller verfügbaren Onlinedienste Januar 2025,csv,259,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Liste aller verfügbaren Onlinedienste der Landeshauptstadt München and compare leika-schluessel by eigentuemerbehoerde.
7.0,Liste aller verfügbaren Onlinedienste der Landeshauptstadt München,Liste aller verfügbaren Onlinedienste Juni 2024,csv,236,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Liste aller verfügbaren Onlinedienste der Landeshauptstadt München and compare leika-schluessel by eigentuemerbehoerde.
7.0,Liste aller verfügbaren Onlinedienste der Landeshauptstadt München,Liste aller verfügbaren Onlinedienste Januar 2024,csv,221,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Liste aller verfügbaren Onlinedienste der Landeshauptstadt München and compare Leika-Schlussel by Eigentumerbehorde.
7.0,Daten der Raddauerzählstellen München 2024,15 Minuten-Werte - Oktober 2024 - Daten der Raddauerzählstellen München,csv,8927,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare 2 by Arnulf.
7.0,Bundestagswahl 2025 - Wahlräume in München,Wahlräume Bundestagswahl 2025,csv,470,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Bundestagswahl 2025 - Wahlräume in München and compare WBZ by BARRIEREFREIHEIT.
7.0,WLAN-Standorte LH München,WLAN Standorte LHM Gebäude,csv,421,6,"InsightCard,MetricGrid,BarChart,DataTable",Summarize WLAN-Standorte LH München and compare anzahl by anbieter.
7.0,WLAN-Standorte LH München,WLAN Öffentliche Plätze München,csv,147,6,"InsightCard,MetricGrid,BarChart,DataTable",Summarize WLAN-Standorte LH München and compare anzahl by ort.
7.0,Landtagswahl 2023 - Wahlräume in München,Wahlräume Landtagswahl 2023,csv,509,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Landtagswahl 2023 - Wahlräume in München and compare OBJECTID by BARRIEREFREIHEIT.
7.0,Öffentliche Spielplätze München,Öffentliche Spielplätze in München,csv,824,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Öffentliche Spielplätze München and compare ADDRESS.ID by Weitere Informationen.
6.75,Bestattungen und Beisetzungen städtische Friedhöfe München,Bestattungen und Beisetzungen städtische Friedhöfe München,csv,6,7,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of bestattungen in Bestattungen und Beisetzungen städtische Friedhöfe München.
6.75,Aktuelle Stadtratsanträge und Stadtratsanfragen, StR-Anträge / StR-Anfragen - RSS-Feed,xml,28,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Aktuelle Stadtratsanträge und Stadtratsanfragen and compare version by channel.title.
6.75,Aktuelle Bezirksausschuss-Anträge,BA-Anträge - RSS-Feed,xml,3,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Aktuelle Bezirksausschuss-Anträge and compare version by title.
6.75,Bezirksausschuss Sitzungen,BA-Sitzungen - RSS-Feed,xml,21,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Bezirksausschuss Sitzungen and compare version by channel.title.
6.75,"Bilanzsumme, Eigenkapital und Eigenkapital-Quote LHM","Bilanzsumme, Eigenkapital und Eigenkapital-Quote LHM ",csv,16,4,"InsightCard,MetricGrid,Histogram,DataTable","Show the distribution of bilanzsumme in Bilanzsumme, Eigenkapital und Eigenkapital-Quote LHM."
6.75,"Kernbeschäftigte nach Altersgruppen, Statusgruppen und Geschlecht - Landeshauptstadt München","Kernbeschäftigte der Landeshauptstadt München nach Altersgruppen, Statusgruppen und Geschlecht",csv,33,6,"InsightCard,MetricGrid,Histogram,DataTable","Show the distribution of beamtet_weiblich in Kernbeschäftigte nach Altersgruppen, Statusgruppen und Geschlecht - Landeshauptstadt München."
6.75,Nichtdeutsche Gesamtbeschäftigte der Landeshauptstadt München nach Staatsangehörigkeit,Nichtdeutsche Gesamtbeschäftigte der Landeshauptstadt München nach Staatsangehörigkeit,csv,66,5,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of nichtdeutsche_gesamtbeschaeftigte in Nichtdeutsche Gesamtbeschäftigte der Landeshauptstadt München nach Staatsangehörigkeit.
6.75,Aktiv Beschäftigte der Landeshauptstadt München,Aktiv Beschäftigte der Landeshauptstadt München,csv,8,5,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of insgesamt in Aktiv Beschäftigte der Landeshauptstadt München.
6.75,"Kernbeschäftigte nach Altersgruppen, Arbeitszeit und Geschlecht - Landeshauptstadt München","Kernbeschäftigte der Landeshauptstadt München nach Altersgruppen, Arbeitszeit und Geschlecht",csv,33,6,"InsightCard,MetricGrid,Histogram,DataTable","Show the distribution of vollzeit_weiblich in Kernbeschäftigte nach Altersgruppen, Arbeitszeit und Geschlecht - Landeshauptstadt München."
6.75,Personalstand der Landeshauptstadt München,Personalstand der Landeshauptstadt München nach Beschäftigtengruppen,csv,8,6,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of gesamt_beschaeftigte in Personalstand der Landeshauptstadt München.
6.75,Besucher*innen und Veranstaltungen Gasteig HP8 München,Besucher*innen und Veranstaltungszahlen Gasteig HP8 München,csv,16,4,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of Anzahl Veranstaltungen in Besucher*innen und Veranstaltungen Gasteig HP8 München.
6.75,Daten Tierpark Hellabrunn,Daten Tierpark Hellabrunn,csv,17,5,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of Tierarten in Daten Tierpark Hellabrunn.
6.75,Oktoberfest,Oktoberfest 1985 - 2024,csv,38,8,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of dauer in Oktoberfest.
6.75,Oktoberfest,Oktoberfest Bierkonsum 1985 - 2024,csv,38,5,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of dauer in Oktoberfest.
6.75,Oktoberfest,Oktoberfest Besucherinnen und Besucher 1985 - 2024,csv,38,4,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of dauer in Oktoberfest.
6.75,Die Bevölkerung seit 1900,Die Bevölkerung seit 1900 ,csv,60,6,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of einwohner_Insgesamt in Die Bevölkerung seit 1900.
6.75,Geburten in der München Klinik gGmbH,Geburten in der München Klinik gGmbH,csv,8,7,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of neugeborene_in_muenchen in Geburten in der München Klinik gGmbH.
6.75,Ausgewählte Kennzahlen Münchner Stadtentwässerung,Ausgewählte Kennzahlen Münchner Stadtentwässerung,csv,9,4,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of behandelte_jahresabwassermenge in Ausgewählte Kennzahlen Münchner Stadtentwässerung.
6.5,Fahrverbotszonen für E-Tretroller,WFS (GML),xml,498,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of ruhver_mim_fahrverbot_ts.objectid in Fahrverbotszonen für E-Tretroller.
6.5,Allgemeine Carsharing-Parkplätze,WFS (GML),xml,,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of ruhver_carsharing.objectid in Allgemeine Carsharing-Parkplätze.
6.5,Abstellflächen für E-Tretroller,WFS (GML),xml,,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of ruhver_mim_abstellfl_ts.objectid in Abstellflächen für E-Tretroller.
6.5,Lastenradsharing Abstellflächen,WFS (GML),xml,,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of ruhver_mim_abstellfl_ls.objectid in Lastenradsharing Abstellflächen.
6.5,Stationsbasierte Carsharing-Parkplätze,WFS (GML),xml,,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of ruhver_carsharing_station.objectid in Stationsbasierte Carsharing-Parkplätze.
6.5,Geofences für E-Tretroller,WFS (GML),xml,,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of ruhver_mim_geofences_poly.objectid in Geofences für E-Tretroller.
6.5,Abstellverbotszonen für E-Tretroller,WFS (GML),xml,,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of ruhver_mim_abstellverbot_ts.objectid in Abstellverbotszonen für E-Tretroller.
6.5,Abstellflächen für E-Motorroller,WFS (GML),xml,,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of ruhver_mim_abstellfl_ms.objectid in Abstellflächen für E-Motorroller.
6.5,Abstellverbotszonen für Bikesharing,WFS (GML),xml,694,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of ruhver_mim_abstellverbot_bs.objectid in Abstellverbotszonen für Bikesharing.
6.5,Abstellflächen für Bikesharing,WFS (GML),xml,,12,"InsightCard,MetricGrid,Histogram,DataTable",Show the distribution of ruhver_mim_abstellfl_bs.objectid in Abstellflächen für Bikesharing.
